# Catalog of 6,669 unique galaxies from SDSS Data Release 1
# In addition, galaxies are selected by the following conditions:
#    12 < rPetrosian < 17.77 
#  0.01 <  redshift  < 0.30
#    good imaging magnitudes,
#  212 < RA < 228 and -1 < Dec < 4
# The listed parameters are:
# RA/Dec: equatorial position in decimal deg.
# redshift, determined from SDSS spectrum
# DM: distance module for WMAP cosmology (magnitudes)
# absolute magnitude Mr = r - DM
# u and r: model magnitude, u-r=2.22 is a good separator
#          of spiral and elliptical galaxies (see Strateva et al. 2001)
#
#    RA         Dec  redshift   DM     u      r  
 219.39900   -0.22886  0.116  38.64  19.20  16.72 
 219.43001   -0.25349  0.138  39.04  18.92  15.70 
 219.43263   -0.31605  0.138  39.05  18.67  15.61 
 219.43967   -0.38699  0.137  39.03  19.47  16.37 
 219.53925   -0.25706  0.109  38.50  18.95  16.18 
 219.43719   -0.27178  0.135  38.99  20.23  17.30 
 219.56877   -0.34974  0.037  36.03  16.46  14.08 
 219.58138   -0.36733  0.122  38.75  19.16  16.48 
 219.59126   -0.27313  0.149  39.23  20.43  17.44 
 219.60799   -0.34890  0.180  39.68  20.52  17.05 
 219.95467   -0.31579  0.149  39.23  20.03  16.91 
 219.95284   -0.26048  0.214  40.10  18.87  17.50 
 219.85219   -0.31053  0.084  37.89  20.12  17.64 
 219.97044   -0.32374  0.149  39.23  19.62  17.44 
 219.97321   -0.36251  0.113  38.57  19.58  17.60 
 220.11652   -0.30441  0.109  38.48  19.49  16.54 
 220.06746   -0.22490  0.140  39.09  20.07  17.41 
 220.37901   -0.28657  0.080  37.77  18.66  17.02 
 220.56201   -0.21403  0.149  39.23  20.07  16.92 
 220.52759   -0.26288  0.149  39.23  19.46  17.17 
 220.56215   -0.40669  0.180  39.68  20.54  17.25 
 220.57033   -0.27357  0.140  39.08  20.44  17.57 
 220.72166   -0.38264  0.142  39.11  19.38  16.36 
 220.89432   -0.28612  0.141  39.10  18.89  16.72 
 220.98622   -0.40838  0.073  37.58  19.79  17.49 
 220.93742   -0.25066  0.141  39.10  19.39  17.25 
 221.03406   -0.28225  0.058  37.03  19.33  17.36 
 221.62492   -0.32971  0.083  37.85  19.01  16.31 
 221.54758   -0.23842  0.080  37.78  19.29  17.11 
 221.69736   -0.39044  0.210  40.06  20.65  17.63 
 221.85019   -0.40305  0.175  39.62  19.59  16.14 
 221.93195   -0.21320  0.138  39.06  19.05  16.96 
 222.00102   -0.30077  0.083  37.86  19.61  16.90 
 222.05014   -0.41590  0.131  38.92  19.86  16.84 
 222.03615   -0.37903  0.130  38.91  19.33  16.75 
 222.17003   -0.21369  0.075  37.64  19.29  16.63 
 222.13286   -0.36151  0.214  40.10  20.26  17.62 
 222.26924   -0.32603  0.252  40.51  20.54  16.91 
 222.26512   -0.23044  0.086  37.94  18.72  17.46 
 222.39000   -0.34409  0.252  40.51  21.04  17.27 
 222.49222   -0.33081  0.251  40.50  21.51  17.48 
 222.81483   -0.37214  0.043  36.39  17.98  16.54 
 222.72887   -0.36900  0.027  35.32  18.91  17.32 
 222.84264   -0.37558  0.043  36.39  18.80  16.39 
 222.91869   -0.30735  0.083  37.87  19.73  17.13 
 223.03636   -0.38533  0.046  36.53  19.00  16.67 
 223.04597   -0.25612  0.043  36.38  16.90  14.16 
 223.06694   -0.29363  0.043  36.39  16.91  14.30 
 223.08092   -0.26922  0.044  36.40  18.46  16.47 
 223.06567   -0.24240  0.100  38.29  19.33  17.29 
 223.07788   -0.22501  0.100  38.28  19.60  17.40 
 223.08322   -0.22583  0.045  36.45  18.14  16.45 
 223.27798   -0.30504  0.100  38.29  19.66  16.83 
 223.28108   -0.23120  0.139  39.06  19.71  16.67 
 223.34473   -0.27843  0.076  37.65  18.80  17.39 
 223.35736   -0.26541  0.169  39.53  18.95  17.39 
 223.52356   -0.34455  0.069  37.43  19.14  16.34 
 223.47697   -0.31628  0.066  37.33  18.26  16.27 
 223.59352   -0.40830  0.148  39.22  19.90  17.25 
 223.78661   -0.34077  0.142  39.12  19.23  16.80 
 223.83562   -0.27521  0.084  37.90  19.38  16.51 
 223.84491   -0.41661  0.084  37.90  19.52  16.94 
 223.80521   -0.33550  0.083  37.87  18.89  17.36 
 223.93718   -0.30618  0.083  37.87  17.83  15.04 
 223.93794   -0.27357  0.083  37.85  18.90  16.14 
 223.94070   -0.33496  0.084  37.88  18.08  15.19 
 223.94611   -0.34997  0.086  37.94  19.78  16.95 
 224.02348   -0.26192  0.084  37.89  18.30  15.58 
 223.96745   -0.37254  0.084  37.89  18.66  16.90 
 224.03847   -0.22584  0.110  38.52  18.83  16.15 
 224.09305   -0.23214  0.104  38.39  19.60  16.62 
 224.16467   -0.35542  0.111  38.54  18.88  17.15 
 224.38463   -0.35372  0.197  39.91  19.69  17.02 
 224.51224   -0.29180  0.041  36.29  18.02  15.97 
 224.48341   -0.22866  0.098  38.25  18.61  16.89 
 224.58568   -0.40310  0.088  37.98  19.64  17.52 
 224.93823   -0.26364  0.117  38.65  19.87  17.15 
 225.22575   -0.39116  0.111  38.53  19.47  16.49 
 225.24072   -0.41185  0.041  36.25  19.10  17.36 
 225.71521   -0.30872  0.117  38.66  18.93  17.49 
 225.76855   -0.28975  0.138  39.04  19.28  17.35 
 225.94522   -0.26179  0.237  40.35  20.54  17.18 
 225.90665   -0.39224  0.037  36.01  18.42  16.77 
 226.18413   -0.35195  0.055  36.92  17.71  15.01 
 226.29655   -0.27826  0.226  40.24  20.55  17.22 
 226.52472   -0.30987  0.236  40.34  20.32  17.26 
 226.65553   -0.24339  0.160  39.40  20.06  17.59 
 226.67952   -0.40941  0.092  38.11  19.81  17.41 
 226.83380   -0.36650  0.090  38.04  19.27  16.54 
 226.80840   -0.39179  0.088  38.00  19.75  16.95 
 226.78320   -0.27972  0.237  40.35  21.34  17.15 
 226.89606   -0.30293  0.092  38.10  18.90  17.12 
 226.92116   -0.28753  0.092  38.10  20.12  17.16 
 227.00430   -0.28690  0.090  38.05  20.00  17.36 
 227.01003   -0.37655  0.092  38.10  18.03  16.03 
 226.92543   -0.36305  0.153  39.29  19.08  17.15 
 227.01009   -0.34026  0.142  39.11  19.99  16.75 
 226.94934   -0.39122  0.162  39.43  19.26  17.28 
 226.89499   -0.32199  0.153  39.29  20.00  17.44 
 227.00557   -0.21665  0.093  38.13  18.47  16.83 
 227.02348   -0.36161  0.073  37.56  18.06  16.52 
 227.05418   -0.36399  0.093  38.12  18.72  16.21 
 227.08661   -0.37310  0.089  38.03  18.75  15.81 
 227.10736   -0.26629  0.090  38.06  17.52  14.75 
 227.11786   -0.26460  0.088  37.99  19.87  16.75 
 227.16104   -0.25374  0.087  37.96  19.95  17.17 
 227.02419   -0.30152  0.055  36.90  19.14  16.49 
 227.02521   -0.32959  0.095  38.18  19.26  16.89 
 227.06372   -0.22098  0.094  38.14  18.43  15.63 
 227.06227   -0.26228  0.087  37.98  19.02  16.09 
 227.10341   -0.27661  0.091  38.07  20.18  17.28 
 227.10870   -0.31807  0.092  38.10  19.79  17.13 
 227.12073   -0.29248  0.092  38.11  19.99  17.06 
 227.12782   -0.24707  0.095  38.17  19.32  16.55 
 227.13329   -0.26746  0.087  37.97  20.07  17.21 
 227.13370   -0.28601  0.087  37.96  19.46  16.72 
 227.13982   -0.28916  0.089  38.01  19.56  16.86 
 227.14539   -0.23676  0.090  38.04  19.10  16.29 
 227.08168   -0.34671  0.089  38.02  19.88  17.26 
 227.07526   -0.21607  0.088  38.00  19.84  17.51 
 227.09724   -0.36002  0.087  37.96  19.51  17.42 
 227.31960   -0.34120  0.095  38.17  18.85  15.99 
 227.18620   -0.24340  0.093  38.12  20.43  17.38 
 227.20909   -0.39684  0.094  38.14  18.28  15.61 
 227.32751   -0.23997  0.090  38.05  19.71  16.95 
 227.37625   -0.28865  0.087  37.97  19.74  16.90 
 227.38966   -0.33855  0.071  37.50  19.74  17.15 
 227.39876   -0.39424  0.071  37.51  19.57  16.82 
 227.46690   -0.38470  0.071  37.51  17.05  14.02 
 227.36739   -0.26748  0.088  38.00  18.71  16.96 
 227.49313   -0.27703  0.263  40.61  21.18  17.17 
 227.50220   -0.38918  0.093  38.12  19.13  17.24 
 227.60216   -0.37401  0.092  38.10  18.03  17.18 
 227.75490   -0.30748  0.141  39.10  19.36  16.41 
 227.73238   -0.32355  0.072  37.55  17.73  15.02 
 227.86604   -0.30853  0.091  38.07  19.65  16.96 
 227.87630   -0.29491  0.093  38.13  19.71  17.08 
 227.90504   -0.22344  0.091  38.08  19.32  16.49 
 212.12206   -0.84146  0.056  36.96  18.68  16.06 
 212.15497   -0.92071  0.083  37.86  18.83  16.77 
 212.20627   -0.89888  0.083  37.87  18.71  16.31 
 212.21214   -0.87667  0.111  38.54  19.86  17.60 
 212.28238   -0.87233  0.115  38.62  19.34  17.42 
 212.41388   -0.88535  0.115  38.61  19.52  16.60 
 212.35886   -0.86973  0.071  37.51  19.20  17.60 
 212.55121   -0.87359  0.025  35.19  18.51  17.51 
 212.64099   -0.98835  0.054  36.89  17.51  15.14 
 212.63638   -0.84185  0.025  35.20  18.54  17.08 
 212.68478   -0.86412  0.140  39.08  19.87  17.62 
 212.81776   -0.95974  0.087  37.97  19.39  16.63 
 212.84831   -0.84273  0.083  37.86  19.35  17.11 
 212.79314   -0.84928  0.127  38.86  19.29  17.41 
 212.86427   -0.98844  0.162  39.42  19.88  17.35 
 212.90059   -0.95673  0.173  39.59  19.94  17.31 
 212.93950   -0.90427  0.054  36.90  19.12  16.33 
 213.05368   -0.84638  0.033  35.75  17.72  16.31 
 213.11400   -0.85378  0.033  35.75  19.14  16.87 
 213.10043   -0.99417  0.054  36.88  18.67  17.36 
 213.27235   -0.84622  0.026  35.23  16.53  15.09 
 213.28783   -0.89199  0.123  38.77  18.28  16.03 
 213.36195   -0.91941  0.120  38.72  19.25  16.38 
 213.39337   -0.87977  0.116  38.64  19.85  17.22 
 213.55486   -0.89440  0.038  36.09  16.90  14.17 
 213.75719   -0.86024  0.038  36.11  18.51  15.72 
 213.92419   -0.91088  0.139  39.07  20.02  17.18 
 213.81950   -0.99219  0.081  37.80  19.47  16.82 
 213.94423   -0.99178  0.149  39.23  19.14  15.72 
 213.91866   -0.86264  0.139  39.07  19.85  16.79 
 213.92039   -0.86067  0.139  39.06  20.42  17.35 
 213.94711   -0.98004  0.153  39.29  20.32  17.15 
 214.06146   -0.95531  0.144  39.15  20.38  17.41 
 214.10164   -0.93568  0.077  37.68  19.77  16.97 
 214.02539   -0.93574  0.049  36.65  17.77  16.30 
 214.15091   -0.88275  0.086  37.94  19.05  16.89 
 214.24263   -0.93505  0.187  39.77  20.52  17.12 
 214.12485   -0.89636  0.127  38.85  18.75  17.25 
 214.19920   -0.94830  0.184  39.74  19.72  17.11 
 214.24654   -0.88399  0.226  40.24  20.70  17.37 
 214.38562   -0.91507  0.086  37.95  19.47  17.17 
 214.46501   -0.99355  0.150  39.24  19.85  16.89 
 214.45880   -0.98376  0.150  39.24  18.77  17.13 
 214.51753   -0.95174  0.141  39.10  18.93  17.42 
 214.63203   -0.85678  0.050  36.72  17.82  15.12 
 214.65454   -0.89037  0.048  36.63  18.50  15.86 
 214.69719   -0.84861  0.151  39.26  19.77  16.85 
 214.72191   -0.92113  0.085  37.91  18.06  15.26 
 214.99921   -0.99045  0.084  37.89  18.74  15.83 
 215.08731   -0.99299  0.082  37.84  19.56  17.39 
 215.17995   -0.93770  0.127  38.85  20.76  17.66 
 215.15982   -0.92360  0.127  38.85  20.42  17.50 
 215.19461   -0.94956  0.128  38.88  20.24  17.31 
 215.19420   -0.89251  0.126  38.83  19.28  17.31 
 215.21579   -0.97403  0.129  38.88  18.75  16.43 
 215.25919   -0.86197  0.055  36.91  18.40  16.79 
 215.34639   -0.87518  0.085  37.91  18.22  16.50 
 215.42029   -0.98882  0.201  39.95  19.93  16.83 
 215.51569   -0.95709  0.103  38.36  18.49  15.64 
 215.55971   -0.97436  0.102  38.35  19.89  17.12 
 215.60817   -0.99548  0.156  39.34  20.02  17.44 
 215.84444   -0.93198  0.055  36.92  19.20  17.28 
 215.97523   -0.98394  0.052  36.81  18.18  16.24 
 215.99747   -0.89135  0.134  38.97  19.56  16.52 
 216.03880   -0.97424  0.136  39.01  20.78  17.36 
 215.93062   -0.96935  0.102  38.34  19.25  16.72 
 215.99858   -0.93734  0.102  38.34  19.63  17.24 
 216.29347   -0.97022  0.170  39.55  19.73  17.48 
 216.31187   -0.88236  0.104  38.38  19.79  16.80 
 216.35085   -0.96061  0.103  38.36  19.28  17.33 
 216.36002   -0.98431  0.101  38.31  19.21  17.09 
 216.43018   -0.93004  0.052  36.79  18.56  16.83 
 216.55775   -0.91814  0.051  36.77  19.40  17.06 
 216.56598   -0.87288  0.084  37.88  18.59  16.48 
 216.82071   -0.92122  0.054  36.87  18.49  15.60 
 216.88135   -0.92242  0.030  35.60  16.38  13.72 
 216.86366   -0.97807  0.162  39.43  19.28  17.23 
 216.81743   -0.84697  0.099  38.27  18.78  17.19 
 217.17256   -0.95123  0.055  36.91  18.76  17.22 
 217.11829   -0.94304  0.149  39.23  19.30  17.58 
 217.31313   -0.93409  0.061  37.14  18.14  15.46 
 217.33337   -0.85839  0.132  38.94  19.57  16.73 
 217.36221   -0.87504  0.104  38.39  19.02  16.41 
 217.36879   -0.85975  0.132  38.94  20.33  17.29 
 217.40392   -0.86665  0.131  38.92  20.31  17.38 
 217.56125   -0.84718  0.104  38.39  20.45  17.60 
 217.67119   -0.92630  0.083  37.85  18.45  16.84 
 217.97922   -0.95047  0.122  38.75  18.96  16.70 
 217.95837   -0.94678  0.122  38.76  19.83  16.90 
 218.08052   -0.88541  0.137  39.03  19.13  16.39 
 218.17746   -0.91164  0.217  40.13  19.76  17.55 
 218.20161   -0.96391  0.148  39.22  19.46  17.27 
 218.41074   -0.95104  0.134  38.98  19.21  17.14 
 218.44972   -0.85540  0.056  36.95  19.43  17.26 
 218.42961   -0.88456  0.131  38.92  19.24  16.99 
 218.56398   -0.96924  0.219  40.16  20.09  16.93 
 218.57526   -0.98857  0.219  40.16  20.84  17.35 
 218.74960   -0.99859  0.215  40.11  20.71  17.46 
 218.87836   -0.89617  0.106  38.44  19.75  16.83 
 218.88222   -0.99156  0.106  38.43  19.38  16.78 
 218.89854   -0.98038  0.150  39.24  20.40  17.18 
 218.96558   -0.88870  0.106  38.42  19.55  16.53 
 218.92554   -0.93606  0.181  39.69  20.55  17.70 
 219.23160   -0.87983  0.106  38.43  19.98  17.12 
 219.37263   -0.88028  0.121  38.74  19.11  16.42 
 219.42401   -0.92093  0.148  39.22  19.62  16.79 
 219.42957   -0.94675  0.149  39.23  20.12  17.15 
 219.37555   -0.84074  0.051  36.74  18.14  16.49 
 219.63365   -0.97227  0.072  37.54  18.79  16.07 
 219.64125   -0.99238  0.072  37.54  18.72  17.55 
 219.76344   -0.98406  0.145  39.16  19.29  16.48 
 219.68942   -0.90904  0.217  40.13  20.61  17.02 
 219.80702   -0.92616  0.072  37.54  18.54  16.94 
 220.19865   -0.96815  0.057  37.00  17.56  16.02 
 220.10245   -0.93414  0.133  38.95  19.61  16.90 
 220.17622   -0.88223  0.133  38.96  19.46  16.97 
 220.26085   -0.95832  0.133  38.95  17.99  15.84 
 220.34926   -0.96787  0.151  39.25  19.27  17.46 
 220.31996   -0.97585  0.184  39.73  20.47  17.19 
 220.53256   -0.84520  0.144  39.15  19.44  17.51 
 220.55348   -0.93936  0.145  39.16  19.18  16.46 
 220.57536   -0.85808  0.143  39.13  20.31  17.13 
 220.58562   -0.88423  0.145  39.17  20.21  17.25 
 220.66162   -0.93279  0.217  40.14  20.75  17.36 
 220.62529   -0.85254  0.148  39.21  19.70  17.21 
 220.86783   -0.93891  0.108  38.48  19.79  17.03 
 220.92679   -0.99933  0.045  36.45  19.65  17.43 
 220.96956   -0.90184  0.144  39.15  20.06  17.01 
 220.99583   -0.96994  0.150  39.24  20.62  17.46 
 220.88251   -0.84375  0.144  39.15  20.14  17.26 
 220.93864   -0.96701  0.150  39.24  19.74  17.49 
 221.00940   -0.94708  0.149  39.22  19.91  16.77 
 221.10960   -0.92109  0.147  39.20  20.02  17.03 
 221.12354   -0.90836  0.110  38.51  20.07  17.27 
 221.21237   -0.98278  0.044  36.41  18.55  16.94 
 221.16898   -0.99762  0.145  39.17  20.09  16.97 
 221.23195   -0.92382  0.148  39.21  21.12  17.39 
 221.40816   -0.98429  0.131  38.93  18.75  15.81 
 221.31828   -0.90985  0.146  39.18  19.38  16.36 
 221.48495   -0.99542  0.132  38.94  19.58  16.66 
 221.52943   -0.88043  0.138  39.04  19.95  16.75 
 221.64348   -0.84954  0.042  36.30  17.25  14.57 
 221.83195   -0.95751  0.035  35.88  16.52  14.85 
 221.98680   -0.93038  0.143  39.13  19.19  17.30 
 222.13222   -0.94762  0.142  39.12  19.47  16.76 
 222.28897   -0.90285  0.028  35.38  17.09  15.46 
 222.41013   -0.92800  0.119  38.70  20.13  17.32 
 222.55560   -0.87817  0.217  40.14  20.99  17.55 
 222.59572   -0.88526  0.083  37.87  19.61  16.65 
 222.61679   -0.88039  0.083  37.87  18.06  16.86 
 222.67734   -0.87582  0.027  35.30  17.11  14.39 
 222.74181   -0.88154  0.027  35.32  17.26  15.90 
 222.85213   -0.93952  0.111  38.53  20.06  17.24 
 223.80658   -0.96910  0.163  39.44  19.16  17.58 
 224.04134   -0.90625  0.143  39.12  19.02  16.75 
 224.08281   -0.95717  0.075  37.62  18.21  17.24 
 224.12648   -0.85251  0.067  37.37  17.92  16.15 
 224.33185   -0.84369  0.101  38.31  19.70  16.99 
 224.34000   -0.94800  0.099  38.28  19.72  16.97 
 224.62634   -0.95080  0.086  37.95  19.47  16.73 
 224.76501   -0.87913  0.111  38.53  19.73  16.93 
 224.95421   -0.86142  0.088  38.01  18.40  16.53 
 225.07764   -0.95609  0.087  37.97  17.88  15.62 
 225.29114   -0.89025  0.087  37.96  18.22  15.83 
 225.80342   -0.93722  0.037  36.04  19.11  17.02 
 225.95645   -0.92998  0.037  36.03  18.27  15.73 
 226.49915   -0.90271  0.090  38.03  19.52  17.18 
 226.53679   -0.90412  0.089  38.03  19.07  16.04 
 226.58318   -0.90787  0.072  37.52  17.86  15.49 
 226.58173   -0.84208  0.090  38.03  18.91  17.21 
 227.06525   -0.92678  0.038  36.07  18.02  15.61 
 227.81020   -0.85876  0.124  38.79  19.14  16.59 
 227.85640   -0.85598  0.083  37.85  19.55  17.29 
 212.08780   -0.59129  0.052  36.81  18.78  16.21 
 212.10362   -0.58915  0.053  36.83  17.21  14.74 
 212.16476   -0.43415  0.113  38.58  19.45  16.93 
 212.30858   -0.56088  0.054  36.89  18.83  16.92 
 212.27295   -0.42497  0.147  39.20  20.62  17.36 
 212.18307   -0.57386  0.054  36.89  19.12  17.59 
 212.31165   -0.43573  0.239  40.38  21.12  17.56 
 212.34908   -0.57727  0.143  39.14  20.22  16.84 
 212.43417   -0.44839  0.054  36.90  17.93  15.59 
 212.37538   -0.54372  0.083  37.86  19.07  17.26 
 212.41687   -0.51900  0.083  37.87  19.47  17.40 
 212.55951   -0.57854  0.026  35.23  17.73  16.13 
 212.60992   -0.58856  0.054  36.87  18.62  17.16 
 212.83455   -0.49742  0.025  35.18  19.63  17.12 
 212.87862   -0.59891  0.118  38.67  18.89  17.52 
 213.05275   -0.61270  0.025  35.16  17.32  16.65 
 212.95804   -0.48036  0.098  38.24  17.99  16.29 
 213.02052   -0.58801  0.140  39.08  20.14  17.30 
 213.20786   -0.57293  0.138  39.05  19.53  16.90 
 213.16403   -0.43925  0.097  38.23  19.23  17.46 
 213.22910   -0.43711  0.083  37.87  20.02  17.24 
 213.23544   -0.49225  0.228  40.26  20.01  16.98 
 213.22606   -0.53756  0.127  38.85  19.74  17.38 
 213.28256   -0.45459  0.127  38.85  19.06  17.41 
 213.31602   -0.56725  0.140  39.09  19.37  17.56 
 213.34824   -0.48683  0.120  38.72  18.85  16.64 
 213.42877   -0.45424  0.121  38.73  20.21  17.39 
 213.46811   -0.54651  0.083  37.86  18.51  15.78 
 213.38353   -0.61575  0.122  38.75  19.67  17.42 
 213.54030   -0.47593  0.121  38.74  18.58  16.12 
 213.62192   -0.62398  0.084  37.88  18.82  16.67 
 213.62926   -0.60793  0.088  37.99  20.25  17.37 
 213.62936   -0.51195  0.138  39.04  19.37  16.82 
 213.59766   -0.45948  0.122  38.75  19.03  17.18 
 213.69502   -0.47817  0.141  39.10  20.32  17.43 
 213.71022   -0.54265  0.087  37.97  19.55  16.71 
 213.71843   -0.43651  0.139  39.06  20.03  16.94 
 213.75764   -0.46839  0.145  39.17  19.07  16.09 
 213.75778   -0.47246  0.146  39.18  20.02  17.25 
 213.78493   -0.49325  0.139  39.06  18.25  15.18 
 213.77835   -0.49221  0.142  39.12  18.65  15.89 
 213.66513   -0.56167  0.185  39.75  19.96  17.29 
 213.67453   -0.46476  0.144  39.14  19.61  16.66 
 213.67520   -0.43387  0.138  39.05  20.43  17.25 
 213.67880   -0.54359  0.185  39.75  19.46  16.29 
 213.75606   -0.50427  0.144  39.15  20.10  17.08 
 213.75778   -0.42459  0.140  39.09  19.99  16.74 
 213.77452   -0.42802  0.147  39.19  19.89  17.09 
 213.74947   -0.49609  0.143  39.12  19.96  17.13 
 213.73280   -0.56932  0.083  37.87  20.27  17.44 
 213.74968   -0.51138  0.140  39.08  20.05  17.21 
 213.91240   -0.46109  0.083  37.87  18.74  15.85 
 213.91280   -0.44770  0.085  37.91  19.17  16.36 
 213.94745   -0.60477  0.128  38.86  19.58  16.70 
 213.81149   -0.49306  0.145  39.17  19.83  16.94 
 213.82884   -0.47100  0.139  39.07  19.68  16.78 
 213.91862   -0.58421  0.127  38.85  20.38  17.48 
 213.93658   -0.59175  0.127  38.84  19.77  16.96 
 214.08154   -0.43102  0.078  37.71  18.64  15.95 
 214.08182   -0.46325  0.077  37.69  18.37  16.27 
 214.00008   -0.42191  0.137  39.04  20.13  17.16 
 214.00969   -0.50184  0.184  39.74  19.88  16.90 
 214.01382   -0.46833  0.154  39.31  18.82  16.42 
 214.09927   -0.62664  0.126  38.83  20.32  17.48 
 214.07010   -0.42680  0.078  37.71  19.05  17.30 
 214.11916   -0.50516  0.129  38.88  20.24  17.25 
 214.19878   -0.55471  0.182  39.71  19.26  17.04 
 214.20128   -0.52403  0.126  38.82  19.18  17.46 
 214.13461   -0.50981  0.169  39.53  20.46  17.52 
 214.15181   -0.50000  0.182  39.71  20.04  17.40 
 214.39693   -0.49622  0.129  38.89  18.96  17.37 
 214.27280   -0.45772  0.130  38.91  19.64  16.97 
 214.32858   -0.61052  0.141  39.10  20.08  17.21 
 214.36607   -0.42346  0.123  38.77  19.36  16.64 
 214.36499   -0.42670  0.123  38.77  19.01  16.84 
 214.37642   -0.49850  0.084  37.90  20.10  17.29 
 214.39894   -0.48417  0.084  37.90  19.17  16.38 
 214.38361   -0.48489  0.082  37.84  19.03  16.72 
 214.39326   -0.50359  0.083  37.86  18.75  17.43 
 214.40901   -0.48217  0.083  37.85  19.54  16.74 
 214.27296   -0.55200  0.138  39.04  20.34  17.46 
 214.33302   -0.55145  0.139  39.06  19.25  16.79 
 214.38756   -0.58592  0.148  39.21  20.35  17.38 
 214.44255   -0.50437  0.082  37.84  18.80  17.38 
 214.47720   -0.52140  0.148  39.21  19.46  16.64 
 214.63133   -0.48519  0.051  36.76  17.87  16.33 
 214.68208   -0.51959  0.147  39.20  19.91  16.98 
 214.61523   -0.61262  0.140  39.08  19.76  16.88 
 214.58371   -0.62076  0.085  37.92  18.49  17.02 
 214.62270   -0.52193  0.085  37.92  18.81  17.44 
 214.71388   -0.56194  0.139  39.06  19.94  17.05 
 214.71443   -0.56443  0.138  39.05  21.18  17.57 
 214.79640   -0.46882  0.135  38.99  19.78  16.75 
 214.87146   -0.47598  0.120  38.72  18.42  16.93 
 214.94276   -0.43729  0.081  37.81  18.75  16.28 
 215.00249   -0.54562  0.139  39.07  19.43  16.62 
 214.87840   -0.51360  0.126  38.83  19.32  16.95 
 214.92436   -0.44757  0.139  39.06  20.50  17.38 
 214.98967   -0.48031  0.139  39.06  20.37  17.29 
 214.95837   -0.50836  0.152  39.27  19.32  17.43 
 215.01945   -0.51727  0.138  39.05  18.45  16.71 
 215.14510   -0.59724  0.139  39.06  19.78  16.83 
 215.30608   -0.46656  0.102  38.34  18.24  15.73 
 215.30684   -0.44753  0.102  38.33  19.12  16.37 
 215.32245   -0.48510  0.102  38.33  18.17  15.77 
 215.32220   -0.61737  0.138  39.05  19.88  16.98 
 215.40321   -0.54088  0.137  39.03  19.83  17.36 
 215.44711   -0.56019  0.140  39.08  20.19  17.43 
 215.49594   -0.59035  0.051  36.76  19.63  16.55 
 215.53365   -0.51370  0.126  38.83  19.93  17.15 
 215.55257   -0.59853  0.128  38.87  19.11  16.59 
 215.52484   -0.59275  0.128  38.87  19.84  17.27 
 215.71497   -0.49537  0.202  39.96  20.35  17.44 
 215.63641   -0.59539  0.084  37.88  18.87  17.26 
 215.70154   -0.47685  0.127  38.85  19.14  17.38 
 215.86267   -0.42249  0.085  37.91  18.40  15.85 
 215.83235   -0.42214  0.192  39.84  20.56  17.23 
 215.83134   -0.53893  0.279  40.76  22.93  17.41 
 215.83923   -0.61993  0.074  37.59  19.64  16.80 
